group,age,fiinc,fninc,ownermort,ownerhome,rentalmort,rentalhome,dweght,year
group 5,45,8803.94897846112,8687.82937822818,-4709.184181261539,12875.834486581547,-1479.526122515413,5293.463309711594,4.4289337284e11,1981
group 4,45,6620.198177867867,6543.309317329814,-3414.2670885620746,11641.804004347436,-1365.592427122394,3461.901022438782,4.14654571246e11,1981
group 4,20,6453.494353273774,6404.683669962401,-3159.894217517292,8205.379084059703,-963.7886481123121,1864.5250061290055,8.71100353764e11,1981
group 1,45,-3331.2789905105055,-4403.601870479071,-452.6371737690243,2426.308428552044,-878.3659071759834,5846.308147560959,1.77054609061e11,1981
group 2,45,2406.1628007858662,2297.306929323702,-2038.3077461394462,6295.741619794869,-1173.6584685722783,3230.715790464806,3.01364954957e11,1981
group 3,45,4596.7482102753465,4494.630239952494,-2660.8427368376297,8710.67719678521,-1024.9565607010727,3521.857714674701,3.90924903558e11,1981
group 3,20,4414.15110886485,4372.38359595814,-2149.491315509498,5819.5113185513355,-840.1862277605685,1800.1965397361705,8.79318567089e11,1981
group 10,65,57064.020157544655,46171.60046793727,-4482.940829040893,77971.60899905888,-3921.279187121762,133915.28097134156,1.581352e11,1982
group 1,65,-81.63870477470876,-110.21732717729056,-179.83741425240206,6458.662850589171,-31.845269790643012,283.6568217851972,1.047482383101e12,1982
group 9,65,21924.033183838776,21129.234066256413,-4020.677447098808,41949.14042964642,-2237.4146935356403,43984.37638939905,9.36518e10,1982
group 8,65,17328.856832702164,16742.609893587407,-1738.3052407014752,31927.792979513375,-809.5604488044336,17676.609014093377,9.38454e10,1982
group 7,65,14063.18314186312,13552.63213940865,-1664.4120096490078,32760.68162871692,-711.4661415996144,15825.421098500623,1.093516e11,1982
group 6,65,11068.149765576387,10639.641131716739,-3497.4773728989962,32314.177662785693,-707.8242989205104,12616.031723204425,1.30811588544e11,1982
group 5,65,8585.277315491294,8492.201035045198,-1711.4003639314788,23773.27854053347,-372.96514308850124,11893.006240354596,2.2043598865e11,1982
group 4,65,6584.898633063928,6514.8296264980345,-1458.5493353293161,23469.177177467267,-433.5403146897072,7295.4795925199805,2.93096478836e11,1982
group 3,65,4365.89974621017,4302.626778520308,-1305.3219441046892,20577.226451311064,-390.87537900445676,7806.973361613813,3.08800712427e11,1982
group 2,65,2118.7071207888707,2081.1209146615906,-532.6278376796047,13801.495560490674,-105.968297624915,3775.101257031344,2.15642948175e11,1982
group 10,20,34640.010464728664,32328.14160733224,-20523.77473540249,57254.24924972744,-4651.026485121094,20992.78033662097,7.902207e11,1982
group 10,45,44367.64436699569,39222.50733220334,-19401.00092050838,65324.51930769694,-5422.045489813298,36563.38152406375,6.585043e11,1982
group 1,20,-2592.086096596001,-3316.7302420766314,-758.4811108352329,2515.944549320806,-2413.5816911862803,4854.293971223022,3.42698366431e11,1982
group 1,45,-3395.881880196533,-4344.980271729164,-408.26414239475133,1911.4766169109735,-948.3622188114898,4419.331043838342,2.16181094848e11,1982
group 9,20,20418.97947757572,20295.068068942222,-12488.515743758062,34623.376788556554,-2930.478983472101,5740.887759894761,9.194677e11,1982
group 9,45,21840.252882313423,21650.845324083006,-13023.4520472651,36885.19580660856,-3295.752866762946,11200.579598642935,5.968487e11,1982
group 8,45,17182.201075144018,17109.705035407027,-9808.260691471127,29665.63870644671,-1825.6074214299726,3725.9840022982676,4.85397078622e11,1982
group 8,20,16406.78833538401,16326.426429711582,-8520.7635953232,23282.344799047765,-1742.9776442200603,3664.9193902349443,1.024517878354e12,1982
group 7,20,13443.785144133788,13391.54991375973,-7042.49011278284,19812.18277775009,-1218.3621416621695,2324.8089939466413,1.019832058144e12,1982
group 7,45,14351.493769962113,14197.618623617594,-6833.453134230731,23891.28355189762,-1816.4261799655085,7270.006246981308,4.76987937582e11,1982
group 6,20,10739.127123614004,10669.453909033997,-6105.944219705643,14738.923685298605,-1191.0960231488605,2459.759070582315,1.003538730364e12,1982
group 6,45,11832.082649645832,11738.13204336958,-6600.63728919178,17294.985293836464,-1307.5274549750459,4964.5531085560515,4.76135811923e11,1982
group 3,20,4322.880569526672,4286.173083864858,-2119.9694345740177,6211.806421203009,-832.167206100732,1926.0835547234758,9.31361006716e11,1982
group 2,20,2079.566691381498,2042.3206534392161,-1569.386639001743,4064.1301596187536,-669.3761930975876,1679.1717902948487,1.10418825658e12,1982
group 5,20,8589.065821339322,8568.501072482182,-4158.455675313249,10906.100391057442,-1329.4730110667247,2566.454149746432,9.73190693406e11,1982
group 5,45,8942.397490451016,8790.87637759736,-4985.73263417287,15954.635254529816,-1500.9511765857758,4399.9906111971,4.18659586808e11,1982
group 4,20,6451.692725339351,6402.860729071054,-3227.5829825759015,8406.28465908538,-1137.9122504968796,2644.406763773922,9.31642944721e11,1982
group 4,45,6638.79286877193,6531.161720118502,-4482.140736249585,13010.80958773484,-1364.6829072242836,3187.043735859157,3.7246120107e11,1982
group 3,45,4541.224922955452,4451.9763676460225,-3135.0479588704384,8958.2713688154,-886.0399449982671,2395.1720845611076,3.72203092642e11,1982
group 2,45,2130.70488279517,2054.3699545331247,-2020.2733244307512,6304.361906309683,-1340.9734832928643,2838.832426418951,2.81076562047e11,1982
group 10,65,61759.744319153055,46250.75250492388,-3915.246528017966,80793.57369487741,-4656.478024600395,121703.38522273002,1.517267e11,1983
group 1,65,-115.51367467262077,-156.23455424260862,-190.75082287005705,6942.179763620684,-222.68928133232603,730.4675685081344,1.033920888856e12,1983
group 9,65,23010.520339753577,21454.15132551786,-1549.347836595079,40286.75975441693,-3650.0155932899147,41655.465434825266,1.005991e11,1983
group 8,65,17395.650124209624,16516.4634796432,-4457.932272078456,45255.37055639529,-902.8311722517963,36546.15631589094,1.047349e11,1983
group 2,65,2030.079404056329,2004.3380065660858,-616.4851903455213,12255.705888079252,-61.82064053827727,2397.3916947857842,2.2736352998e11,1983
group 7,65,14181.24804473039,13423.70133730798,-1593.175505142412,37493.111983816925,-732.0434429330573,14858.058497505153,1.147323e11,1983
group 6,65,11660.825267374934,11258.21401900033,-2748.1109196875036,34206.665053393896,-591.6852973334971,15643.802568515839,1.37384776067e11,1983
group 5,65,8826.570431402537,8546.202001351685,-1703.9754762366135,26271.496823189187,-358.21309379282775,12495.174359186141,2.3464779108e11,1983
group 4,65,6595.908612575116,6436.940448632745,-1299.9385253562496,24997.70425404818,-232.2160526357758,5792.803222689318,2.92368621788e11,1983
group 3,65,4534.426357923579,4430.515827871151,-1101.4464192451328,20750.154792832902,-156.63395674069443,5503.403680489111,3.19819329025e11,1983
group 10,45,48583.425700455635,41453.258870913036,-22085.806572448066,68137.35190773572,-5930.868584012542,37612.677839672695,6.44954816884e11,1983
group 1,20,-3042.1906519517893,-3893.025238803814,-896.8667204341466,2227.7994669279174,-1800.7927525731004,4716.624728112062,3.40567033449e11,1983
group 10,20,37633.86955142433,34280.617529083895,-21533.43692895496,61677.15915195624,-5031.164712892914,21718.42240524197,8.34671697222e11,1983
group 1,45,-3041.615856892983,-4144.294797907316,-522.3693855319905,2005.7905314599645,-559.932009648681,3623.667748512055,2.52967781849e11,1983
group 9,20,21326.881213796,21172.53874222075,-12821.290803189813,34314.641612019084,-3087.3310766236423,7943.309600717527,9.75047548896e11,1983
group 9,45,23055.74568961201,22595.604870501527,-13154.795858066513,39208.056121005575,-3741.837202232117,11425.6968963698,5.745037e11,1983
group 8,45,18364.618938547508,18194.37431154416,-10205.60803768225,29531.40336837145,-1976.5166042376325,8216.97325006576,5.33208783724e11,1983
group 8,20,17013.572905535726,16903.581498991392,-9072.908181103705,24679.131370715502,-1781.6730121655794,4136.125520731525,9.89502820442e11,1983
group 7,20,14049.41174368822,13952.25890614187,-7754.756357529161,19725.801028322097,-1291.2718276397757,3027.8341864363983,1.045630106805e12,1983
group 7,45,14710.048417851787,14496.900966414776,-7120.763110381925,22293.240372325283,-1720.5581783167042,4417.539679653893,4.5704075157e11,1983
group 3,20,4404.571943965825,4334.069611889349,-2040.3354587640843,5559.304635926155,-1031.934520551147,1735.31234592322,9.65009908129e11,1983
group 2,20,2045.6360516143043,2016.100676391932,-1587.4066730779155,4326.63293441271,-991.4133496458595,1769.9428249175503,1.125006530299e12,1983
group 2,45,2314.134613250049,2215.408932366938,-2373.062138998633,7682.377931807056,-1877.193789119304,4001.574671916389,2.82408947202e11,1983
group 3,45,4378.264434766873,4257.004010561629,-2645.144845632821,9699.518925023076,-1200.9883336626904,3129.5259240819237,3.43469995862e11,1983
group 6,20,11248.653157598403,11160.495286854508,-5898.966825190295,14325.688766468347,-1330.7056795151652,2839.4808579180726,1.033825480708e12,1983
group 6,45,11710.579131715012,11547.714549813018,-6962.0769876851455,20321.050333448264,-1484.735829770102,5183.369519132216,4.80979980946e11,1983
group 5,45,9047.484512745075,8928.827761883318,-5703.987880578505,14811.130481231286,-1575.9803211778647,4459.131972997368,3.91665501225e11,1983
group 5,20,8776.981966612411,8675.432052639995,-4161.904025142608,11749.469360939389,-1538.0769692848207,3175.458758528755,9.83513815946e11,1983
group 4,20,6608.048845679638,6562.276510264894,-3300.4385063082764,8475.687449631127,-1197.819577990008,2306.8258867890395,9.79421049719e11,1983
group 4,45,6483.668655722337,6256.48258747162,-3511.0552873923843,12208.782466675653,-1672.130675905963,6509.921586531318,3.62670212282e11,1983
group 10,65,65357.1819264132,49655.14525085555,-4455.360222702662,85864.0298291872,-5578.699440240517,129495.86961326323,1.524394e11,1984
group 1,65,-137.8947433765085,-186.4532039026166,-209.7207696827192,7330.0330368084005,0.0,263.87526299345507,1.014119470973e12,1984
group 9,65,24159.246899521808,22803.045366922786,-2178.749280369094,42681.43886241673,-3852.4267918316464,36880.097121646184,1.07856e11,1984
group 8,65,18673.78597905381,17604.630704610765,-4371.513727165958,44362.300646725234,-1040.7392082860988,23354.72315444113,1.102287e11,1984
group 7,65,15302.638616036462,14442.929216780687,-2750.5994354733534,45984.29854449929,-1096.5958495840614,24451.1740892246,1.292347e11,1984
group 6,65,12671.540722438578,12168.691933157297,-3420.858644126172,35959.021901396096,-469.61112015062594,11638.450730220175,1.390166e11,1984
group 5,65,9679.25569716947,9242.434647741178,-2396.1905358351937,31856.82961552126,-305.5071007590659,17460.36415999797,2.40599869758e11,1984
group 4,65,7057.78337366201,6937.265373876271,-1245.4607743172155,26545.313235394373,-303.18564591797883,6996.197637527353,3.05550017968e11,1984
group 3,65,4796.713824778757,4713.8198711612395,-1501.3165093925898,24966.04036721431,-290.44503672793803,4418.560642003759,3.38847455987e11,1984
group 3,20,4775.471603971353,4715.315293472501,-2372.604443614889,6597.611839995527,-795.8034251518986,1807.0886405284855,9.55718539306e11,1984
group 2,20,2350.265014074645,2315.0464390330803,-1658.5596461500786,4585.144762811982,-1023.5309638920413,2582.2820788450003,1.117188561819e12,1984
group 2,65,2429.842116042663,2363.5935770883048,-722.767258852175,12447.661508962094,-212.07857316482537,4173.247782490727,2.43147523768e11,1984
group 10,45,52894.35410517988,44857.565637603875,-23469.714153328216,74410.65512367024,-7272.208169956154,45042.26856009139,6.47401188832e11,1984
group 10,20,40919.60046102651,37210.65909123543,-23602.737634466146,67354.95264817939,-5985.875486949396,22886.906467967423,8.601078e11,1984
group 1,45,-4632.909699966567,-5952.249935783278,-461.9630033858441,2032.2081898827366,-946.791540871765,4599.320128179835,2.47710044557e11,1984
group 1,20,-2648.9389306764824,-3577.581907359621,-887.2930030744956,2880.547251266274,-1545.7642514552117,3514.2188836005344,3.92493632808e11,1984
group 9,20,23013.327010807323,22806.641750718783,-13959.566070696104,38225.09460604501,-3645.909324433444,6561.674021931243,9.857393e11,1984
group 9,45,24321.855435799127,24041.648430668654,-13981.689004166285,39544.57746537474,-4323.754057914692,9424.913722836303,5.613914e11,1984
group 8,45,19667.376608978993,19515.04001146471,-9287.478064182687,34146.71180618644,-2283.77303046807,7468.283825011301,4.89514076176e11,1984
group 8,20,18238.481222424303,18095.03265577811,-10742.024084038236,26297.449427130796,-1969.9957108536692,4368.272987228646,1.0570942e12,1984
group 7,20,15288.309381704741,15197.64869581043,-8319.528514741118,20346.696907527406,-1623.0405579248556,2894.819283562565,1.048370266146e12,1984
group 7,45,15337.103426722293,15196.55777405055,-8839.41039220715,28082.034475389795,-1746.6292962394396,4767.960281520268,4.781615e11,1984
group 6,20,12175.228590382214,12088.455595212643,-6661.52993436897,16699.651860036716,-1483.7022760705015,3138.808047285488,1.053562848918e12,1984
group 2,45,2529.4906347066003,2385.9856254814363,-3158.5624572686293,8465.882153175464,-1672.1934478144353,3525.3345681697674,2.97611402073e11,1984
group 6,45,12831.150433045055,12661.480580555708,-6575.1477579311395,20453.47773882937,-1539.3299776809538,4863.562326323325,4.63169439043e11,1984
group 5,20,9566.355512025095,9508.842858172055,-4676.204447432439,11281.692755443322,-1431.4579497744687,3278.158766008578,1.018208738022e12,1984
group 5,45,9777.661644600683,9616.495093560918,-4524.167954903885,15734.065726633002,-1884.8342509492088,6888.766642245962,3.97136112221e11,1984
group 4,20,7171.861598955131,7102.715588516745,-3480.0545647783756,8866.820487924811,-1265.9015552850947,2996.5473163606484,9.68008985271e11,1984
group 4,45,7185.781323574377,7032.418109720517,-4015.3807499117775,14621.277147628714,-1324.558679006419,4551.811605811088,3.83822517283e11,1984
group 3,45,5014.666297818792,4928.179301005034,-2409.9783712462427,10540.820191238357,-1472.7061165330947,6264.472468266293,3.61421108971e11,1984
group 10,65,72080.51477341645,53671.74391620749,-5464.752486179774,107175.92846782447,-6211.062982124928,141606.07554965123,1.574132e11,1985
group 1,65,-164.1375672598789,-231.2471061042008,-219.25866701055384,8222.37491524966,0.0,602.4832390723202,9.86866073594e11,1985
group 9,65,25209.47764799892,22873.287511131406,-3422.4834996449813,70407.20350039854,-2918.636921815767,41322.01275616931,1.028659e11,1985
group 8,65,19600.90812081174,18107.617701050753,-3137.1017143188246,53983.18536382045,-723.8424629762404,36350.347641420805,1.193989e11,1985
group 7,65,16489.351917017444,15315.43184102315,-5124.706531951577,44498.28374120791,-925.9582670014584,19092.309366878897,1.038499e11,1985
group 6,65,12898.144932241432,12434.479220605986,-2933.0246404853724,44873.286073429495,-773.481714717568,19343.03301508451,1.579355e11,1985
group 5,65,10086.172930501352,9806.153634301485,-1724.578039694266,31736.999654677973,-360.8294680491977,13004.736665320983,2.39771784699e11,1985
group 4,65,7502.729584325336,7319.494887762375,-1920.3321923092476,29682.20440995471,-385.1070390223083,8203.005661675608,3.19443301394e11,1985
group 3,65,5112.352120313078,5026.138947780542,-1497.235761487446,27672.850306472286,-233.0215457638122,4815.067683712235,3.72244069639e11,1985
group 2,65,2678.371051518466,2618.586083145284,-639.4091409296282,16177.031017426638,-142.37418690428308,4278.894501288924,2.7345508319e11,1985
group 10,45,58188.19091130324,47733.48484086008,-27020.790728876884,84740.03704411683,-7610.288381458346,50318.354884185515,6.610094e11,1985
group 10,20,43718.95536066895,39516.949181292504,-26731.117201861063,74647.32531639555,-6427.426619232372,22562.753479631247,8.641325e11,1985
group 1,45,-5175.051160206113,-7014.95617751146,-611.5081899338907,2487.9437871656605,-1220.061433212692,4831.944460797305,2.37078631667e11,1985
group 1,20,-2735.913203234676,-3686.0067170061916,-930.7983797299339,3042.062498380684,-1363.0211598892893,4708.57713323561,4.5655629442e11,1985
group 9,20,24252.43873246165,24037.89319307721,-15339.167857545774,41550.6933751512,-3958.3150446609534,6926.052382556758,1.012265773612e12,1985
group 9,45,25890.060361622465,25372.092049005892,-15988.794486851395,48634.286789179976,-4373.347713437016,11527.337572041033,5.66423519458e11,1985
group 8,20,19369.502760795185,19244.15994731396,-11584.29326734229,28223.89265232741,-2075.53976429068,4381.143714718806,1.0455076e12,1985
group 8,45,20437.968604950926,20016.563111923668,-11549.213736227886,36859.05396758708,-2221.024593685738,6774.268957404721,5.199246e11,1985
group 3,20,5073.4475468647515,5038.942679609185,-3045.944457019348,8781.343386392391,-679.5062984411605,1669.8810629624666,9.60715665256e11,1985
group 7,45,16541.806075339366,16276.186408603835,-9062.839114738776,27310.14368054455,-2247.5918565915167,9367.822993504555,4.68936160228e11,1985
group 7,20,15932.244995865345,15806.804578125591,-8506.358228850437,23972.99416904779,-1674.6914548924346,3619.1382529346733,1.10956312812e12,1985
group 6,20,12893.772816941682,12796.781137531425,-7787.614454059345,19025.72979666339,-1614.8779233704827,3720.7806180230773,1.093170454875e12,1985
group 6,45,13426.499595859676,13251.26748759005,-7737.664579136177,22903.474368200597,-1634.850320075628,7395.386913069059,4.33616138334e11,1985
group 2,45,2600.677007603989,2519.352062576054,-2771.4297029585687,8609.315382273742,-1623.73004864259,3055.8271496645566,3.12186059164e11,1985
group 5,20,10115.854466079445,10049.542218238872,-5573.35017528806,13729.338882253514,-1597.356358472261,2947.499838572765,9.87930603069e11,1985
group 5,45,10246.194561787905,10088.04988748185,-4778.713457844937,17597.800959556498,-1818.893395381766,5011.216079882183,4.49015873039e11,1985
group 4,20,7573.614972451797,7514.775865574318,-3720.9238457083848,9719.577850774016,-1021.0266608035921,2456.5009762144477,9.77491886812e11,1985
group 4,45,7767.705020337365,7606.548355869836,-4971.090107032756,16456.820792520215,-1594.436062074294,2695.775191569911,3.85184264052e11,1985
group 3,45,5307.090644674308,5205.462090587151,-3054.716079325423,12443.466989622952,-1192.7756592504097,4423.717107770868,3.49553737324e11,1985
group 2,20,2507.3196662446944,2461.9829557310522,-2041.870834357573,5004.039006527721,-782.9677594164117,1680.3713679165646,1.096877198116e12,1985
group 10,65,80297.3742092009,48323.87563274902,-6657.418729223363,112606.558607556,-4126.972296001976,141511.99231007198,1.733345e11,1986
group 1,65,-171.92723766514288,-255.5931336787833,-234.1954623775484,8871.272447423493,0.0,206.47444038624175,1.025691151219e12,1986
group 9,65,26364.44176810752,22649.885349763517,-7209.762614635613,77764.57649154618,-2955.598164690899,37842.16903196468,9.10227e10,1986
group 8,65,21045.308824402484,18938.556890092746,-3324.964654118436,64484.58876622064,-2108.5601947455207,33587.733693228496,1.03577e11,1986
group 7,65,17046.72295537816,15310.855299790608,-3729.7951320332304,48872.73760081034,-1104.5824840068806,22788.637271110278,1.200096e11,1986
group 6,65,13615.77347524268,12339.0528258735,-5104.5391395460365,46183.423163210144,-959.7165073853203,16462.17685142198,1.82302708439e11,1986
group 5,65,10526.255200949723,10006.318246350385,-2775.222425681752,35855.15309099971,-294.78375965898647,10416.496149932324,2.72711592907e11,1986
group 4,65,7708.34942972288,7374.908621433918,-1106.9585422657015,34302.502090481175,-260.37389243077183,10044.195563758316,2.96438441375e11,1986
group 3,65,5196.554000640885,5129.216567001882,-2133.5366103286533,31883.705050557364,-338.7444097491468,5093.934308582715,2.7334988587e11,1986
group 2,65,2585.011171408238,2541.6331248679885,-1218.1908719345602,23437.116684000113,-352.62186346721467,3452.402863758435,2.32874755912e11,1986
group 10,20,50530.24663932716,42020.241185749655,-29858.917392756328,83492.53502443898,-6946.495945333997,26384.232093702114,8.952472e11,1986
group 10,45,69024.29622038356,49834.51976825501,-31259.293429663874,97621.81863319539,-7781.686631976246,61455.72548980685,6.377001e11,1986
group 1,20,-3100.2775892354866,-4390.911256696328,-1142.7127920575174,3660.653553766575,-1914.1378255932975,5287.587316873914,4.31013990046e11,1986
group 1,45,-5163.087873414877,-7407.12234167493,-912.0855872061145,3001.020251016875,-792.6533583157415,4344.740296490253,2.43865611888e11,1986
group 9,20,25724.063377148654,25345.931361419967,-17594.134320529756,47800.716174447065,-3962.1771047272773,7981.356448134665,1.057873643889e12,1986
group 9,45,27438.30409767805,26492.911877708342,-17103.729517493317,51528.83016635695,-4602.020227647088,9709.763587723066,5.567112e11,1986
group 8,45,22039.405874777993,21451.38959305311,-12851.993746506618,35561.02499578687,-2754.3165398663064,6676.83914856881,5.507586e11,1986
group 8,20,20088.26414518985,19868.25188107627,-13457.701839351836,36165.571372582104,-2144.2285057874724,3477.920342000679,1.06275292717e12,1986
group 7,20,16497.205540922812,16354.334487587417,-11059.979808582057,25113.253593432924,-1797.9729747607769,5437.654762575001,1.09927e12,1986
group 7,45,17502.43155190766,17182.259895178635,-9299.733125352639,28696.42165017711,-2208.2412279197265,6111.922059071298,4.9391308155e11,1986
group 6,20,13308.527140206179,13183.55781059017,-7602.07851266937,19970.020031660926,-1990.3794714432263,3486.713928238117,1.091359877012e12,1986
group 6,45,14017.501112659302,13595.709610178492,-9465.731613685644,25598.271416156425,-1592.9669420157113,3861.4277235389586,4.1539019129e11,1986
group 3,20,5169.890286869778,5075.988571383353,-2622.674604720774,9279.722029286713,-743.2218738707536,2451.929136545287,1.094107830382e12,1986
group 5,20,10372.739586085921,10256.066015203409,-5893.980321987868,14355.232973425329,-1693.9938476609934,3873.869197536608,9.76265615584e11,1986
group 5,45,10826.47270923307,10472.894821429289,-6874.760114142604,20573.528880484897,-1448.9857872387665,7868.023601102505,4.54329108638e11,1986
group 2,20,2505.604511808828,2415.4679208341545,-2407.9627010018603,6358.274153399489,-778.7489233035907,1688.8436339329137,1.169526582491e12,1986
group 4,20,7728.641235701072,7630.688460548889,-4306.137126476767,11437.26474819245,-994.3378742921146,2735.999741338336,1.000159823423e12,1986
group 4,45,7919.621347316486,7743.4944724231955,-5731.885682427768,16676.27826832412,-1328.8470397122105,4997.857158273414,4.1811444758e11,1986
group 3,45,5109.944947447919,4959.839235151127,-3726.6823902275305,13989.108063042857,-1164.178856293587,4332.041774420811,3.28151583616e11,1986
group 2,45,2593.9066558915038,2376.309232177815,-2751.5140376953536,9661.845405515669,0.0,1974.6439967456101,3.07647649763e11,1986
group 10,65,73582.48331027906,56249.7026638438,-8016.733729028807,121866.6297180959,-6963.9826865971545,180608.21149287248,1.39059235201e11,1987
group 1,65,-228.3816893204638,-257.73103727971795,-232.39913755176306,9503.309283892742,-115.5630047079049,492.7102337910935,1.067633122327e12,1987
group 9,65,27717.86381401844,25365.686079793293,-5776.313837170544,62455.74065156232,-3568.617795176905,40275.269860069275,8.86284e10,1987
group 8,65,21525.340921198775,19813.632442125756,-4016.291494183007,49662.86336228338,-2032.2826276686296,31430.40338859213,1.0136950697e11,1987
group 7,65,17479.892319226212,16828.414409297056,-2895.736332001065,40904.361506155015,-934.7518390418551,22558.639035786884,1.31496558969e11,1987
group 6,65,13991.574082439412,13450.123712705454,-3985.495773436662,38593.683032933965,-766.1090775020119,18280.187862719256,1.69650823482e11,1987
group 5,65,11030.01585318695,10742.237340347923,-2869.839016438033,32948.30317345124,-591.9603593919198,14504.611367838928,2.37600620788e11,1987
group 4,65,7986.315127743887,7853.259916765077,-1346.5466974413596,25744.550901880135,-451.8848809034924,10860.19857072178,3.36384333772e11,1987
group 3,65,5240.003060499908,5162.672683767914,-1598.011863112954,26550.68984390758,-463.5480526844123,7786.797131283326,3.9378451117e11,1987
group 2,65,2650.6546404663054,2621.3151962937222,-1258.8562088928077,22755.69583805079,-100.38806177578411,4507.108357238705,2.8812691373e11,1987
group 10,45,63259.39022368168,56010.05004491457,-34671.33886474385,111826.97485591783,-8244.981309712311,54712.00838686281,6.931141e11,1987
group 10,20,50274.58820956472,46679.801223103845,-35067.241850641025,96602.3349305868,-7357.037365581784,29333.570052775773,8.93472464682e11,1987
group 9,20,26634.50198044832,26436.931929012204,-18998.854894839395,53366.18887087583,-4008.543388807507,8935.384170221025,1.1071015e12,1987
group 9,45,27984.582766962318,27500.99229149656,-19294.853928334014,61183.41718256142,-5159.949254601944,14003.65722119821,5.309152e11,1987
group 8,45,22195.167856511805,21929.66756712607,-14788.456964257697,43790.92099305031,-2820.2698291130346,6748.51876313146,5.34669665063e11,1987
group 8,20,21144.466275883646,21017.458651378096,-14253.340151079263,35451.37970657536,-2485.9663020194225,5051.707299012717,1.0887788e12,1987
group 7,20,17286.384642158766,17173.153540357667,-10679.170972933083,29352.84329943495,-1680.1227451264824,4405.93812647109,1.0902957e12,1987
group 7,45,17933.523545287342,17730.208407163955,-12171.084356561967,34345.281317552355,-2254.4186337127703,7054.511334424927,5.04302281406e11,1987
group 6,20,13864.3736634513,13776.990736450629,-8481.773257715002,21348.13885792314,-1455.445246365734,3444.730105661666,1.095256708433e12,1987
group 6,45,14558.119024432306,14371.06002604646,-10272.445334156257,29903.688216745282,-2061.981935214173,6581.703449016682,4.61661536976e11,1987
group 5,20,10819.478893615129,10761.757069773235,-6582.961546220846,15823.706185103913,-1625.9302137794652,4276.472846018632,1.084617247568e12,1987
group 5,45,11050.155340368845,10905.19865520605,-7443.953973813054,21428.892835602855,-1660.3631037808113,6742.248098387967,4.02430455239e11,1987
group 4,20,7966.428089304184,7893.037031691671,-4823.450720621844,12647.97034191259,-1270.821549747353,2632.0408340087993,1.028736841464e12,1987
group 4,45,8053.250502838355,7972.211231627565,-5698.076647557526,17950.482358600533,-1421.3504465145184,4594.443009901108,3.60631785841e11,1987
group 1,20,-3700.3148460748466,-4267.564290077556,-1542.955190164836,4836.364721004399,-1299.7864034633797,2956.2864318679017,4.47946758144e11,1987
group 2,45,2714.0384964171226,2662.6105406070833,-4582.559638746699,12725.770118080658,-2153.330230463581,4693.530608288304,2.55357503388e11,1987
group 1,45,-6620.383006517602,-7602.9846588167,-1076.0135101040676,3844.8215066953367,-1655.8869754621992,5702.729694100823,2.08806421015e11,1987
group 3,20,5283.223081237899,5234.009182277717,-3510.004486890726,10402.875652721023,-704.3691906303295,2260.9466715158264,9.75517876339e11,1987
group 3,45,5451.466739314731,5380.838979944771,-3560.5482351172814,13386.928889189594,-1447.4611905426912,5189.28208337809,3.55280221599e11,1987
group 2,20,2508.974271340686,2481.3525706552855,-2179.7800827499477,5656.205780669555,-591.6967817936855,1593.383973799499,1.182454906452e12,1987
group 10,65,85767.83957148495,66849.63984442681,-8453.056286072573,140366.14553343144,-7100.362537920317,170796.14499097894,1.39252755918e11,1988
group 1,65,-266.5889994474149,-297.14633334282206,-308.77436000469874,9922.024995160155,-141.95095497503027,968.7489297557489,1.108044917004e12,1988
group 9,65,29709.651009405392,27559.113037543837,-6018.572714214188,63728.587690214394,-2426.477742299081,31466.76727235764,8.0176847773e10,1988
group 8,65,22490.217469190575,21491.980562181936,-2617.714394834358,48257.56359717652,-1421.579379979973,22093.085603789204,1.17680341886e11,1988
group 7,65,18655.761182469843,18003.123452884123,-5528.017553841761,50060.628669046484,-1379.91174549329,19531.82519126001,1.327282e11,1988
group 6,65,14942.225370191327,14610.52714137128,-4726.146919933245,52040.629527289326,-667.4109112419617,25182.424935181192,1.5710849342e11,1988
group 5,65,11691.235927021964,11455.4193910156,-2522.1849826896473,34679.2014555003,-637.0864422153975,15917.008577574641,2.64230775989e11,1988
group 4,65,8439.162818189385,8300.95617280398,-1845.108949304482,28443.290834074818,-511.18529258514354,9950.897459411974,3.30561446395e11,1988
group 3,65,5736.798212084927,5721.1689815979635,-1931.1867468379885,30177.460956214574,-287.96929886423675,7722.019442606148,3.99236194335e11,1988
group 2,65,2700.1289251343915,2731.4340488470775,-866.0102998178081,25105.113301649842,-253.72616089042623,5747.587785941441,2.6983235005e11,1988
group 2,20,2572.3368752130614,2558.380278956678,-2587.465649392941,6351.0571668842285,-606.8091625808064,1425.066149145432,1.24675522458e12,1988
group 10,45,76411.63755038143,67596.54793829695,-41451.02697475375,131698.81342115096,-8461.22954562252,61417.053979303855,7.101598e11,1988
group 10,20,55938.02437092679,51949.42095782006,-38144.783637409426,108806.32746803347,-7646.034897312261,32615.792823409913,8.952313e11,1988
group 1,20,-3882.676550749527,-4497.915150975651,-1570.1912695208207,4764.559801555943,-2119.981283429835,4234.118507152086,4.52360580428e11,1988
group 1,45,-6977.370024843146,-8013.969953467716,-1580.6315556408958,4984.852983167705,-1662.8932012243404,9655.535762238998,1.81616066528e11,1988
group 9,45,29653.98806692548,29204.105807069576,-22163.140973083675,65513.6223588615,-4424.5669474584065,10854.477962751276,5.70235098806e11,1988
